"Rua Aldino, Chácara Belenzinho",sp+sao-paulo+zona-leste,casas,120,2,2,1,2300,Linda Casa para Alugar Chácara Belenzinho.,/imovel/aluguel-casa-2-quartos-chacara-belenzinho-zona-leste-sao-paulo-sp-120m2-id-2516060304/
"Rua Juçaral, Parada XV de Novembro",sp+sao-paulo+zona-leste,casas,144,2,2,1,1600,"Casa com 2 dormitórios para alugar, 144 m² por R$ 1.600/mês - Parada XV de Novembro - São Paulo/SP",/imovel/aluguel-casa-2-quartos-parada-xv-de-novembro-zona-leste-sao-paulo-sp-144m2-id-2513821683/
"Rua General Sócrates, Penha",sp+sao-paulo+zona-leste,casas,140,1,2,1,2200,Casa para aluguel com 140 metros quadrados com 2 quartos em Penha de França - São Paulo - SP,/imovel/aluguel-casa-2-quartos-penha-zona-leste-sao-paulo-sp-140m2-id-2514422321/
"Rua Luís da Guerra, Vila Industrial",sp+sao-paulo+zona-leste,casas,120,2,3,3,1600,Casa para venda possui 120 metros quadrados com 3 quartos em Jardim Angela - Z/L - São Paulo - SP,/imovel/aluguel-casa-3-quartos-vila-industrial-zona-leste-sao-paulo-sp-120m2-id-2513244338/
"Rua Miranda Jordão, Chácara Mafalda",sp+sao-paulo+zona-leste,casas,99,1,2,2,1750,Sobrado em condomínio para locação próximo ao Shopping Anália Franco,/imovel/aluguel-casa-2-quartos-com-armario-de-cozinha-chacara-mafalda-zona-leste-sao-paulo-sp-99m2-id-2516200606/
"Rua Barbacena, Jardim Ana Rosa",sp+sao-paulo+zona-leste,casas,180,4,3,2,3000,"Sobrado com 3 dormitórios para alugar, 180 m² por R$ 3.000,00/mês - Jardim Ana Rosa - São Paulo/SP",/imovel/aluguel-casa-3-quartos-com-area-de-servico-jardim-ana-rosa-zona-leste-sao-paulo-sp-180m2-id-2514109040/
"Avenida Regente Feijó, Jardim Anália Franco",sp+sao-paulo+zona-leste,apartamentos,55,1,1,2,3500,Apartamento para aluguel possui 55 metros quadrados com 1 quarto,/imovel/aluguel-apartamento-1-quarto-com-piscina-jardim-analia-franco-zona-leste-sao-paulo-sp-55m2-id-2513380179/
"Rua Melo Peixoto, Tatuapé",sp+sao-paulo+zona-leste,apartamentos,50,1,2,1,1300,APARTAMENTO - TATUAPÉ - METRÔ,/imovel/aluguel-apartamento-2-quartos-com-piscina-tatuape-zona-leste-sao-paulo-sp-50m2-id-2491614218/
"Rua Pastor Agenor Caldeira Diniz, Jardim Imperador",sp+sao-paulo+zona-leste,apartamentos,55,1,2,1,1150,"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 1.150,00/mês - Jardim Imperador (Zona Leste)",/imovel/aluguel-apartamento-2-quartos-com-tv-a-cabo-jardim-imperador-zona-leste-sao-paulo-sp-55m2-id-2516381412/
Parque São Jorge,sp+sao-paulo+zona-leste,apartamentos,64,2,2,1,2300,Apartamento 2 dormitorios no Tatuapé,/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-parque-sao-jorge-zona-leste-sao-paulo-sp-64m2-id-2516333486/
Vila Bertioga,sp+sao-paulo+zona-leste,apartamentos,80,2,2,1,1900,MARAVILHOSO APARTAMENTO PARA VENDA NA MOOCA,/imovel/aluguel-apartamento-2-quartos-vila-bertioga-zona-leste-sao-paulo-sp-80m2-id-2516362427/
"Rua Maria Otília, Vila Regente Feijó",sp+sao-paulo+zona-leste,apartamentos,40,1,1,1,2200,Apartamento para aluguel com 40 metros quadrados com 1 quarto em Vila Regente Feijó - São Paulo - SP,/imovel/aluguel-apartamento-1-quarto-mobiliado-vila-regente-feijo-zona-leste-sao-paulo-sp-40m2-id-2514969702/
Brás,sp+sao-paulo+zona-leste,apartamentos,60,2,2,1,1900,AO LADO DA ESTAÇÃO DO METRO BRÁS,/imovel/aluguel-apartamento-2-quartos-bras-zona-leste-sao-paulo-sp-60m2-id-2513250091/
"Praça Barão de Itaqui, Vila Gomes Cardim",sp+sao-paulo+zona-leste,apartamentos,60,2,2,1,3150,IF550 Cond Deseo - 2 dorms sendo 1 suite/ 1 vaga/ lazer completo,/imovel/aluguel-apartamento-2-quartos-com-piscina-vila-gomes-cardim-zona-leste-sao-paulo-sp-60m2-id-2515380485/
Jardim Anália Franco,sp+sao-paulo+zona-leste,apartamentos,76,2,2,2,3500,"Apartamento com 2 dormitórios para alugar, 76 m² por R$ 3.500,00/mês - Jardim Anália Franco - São Pa",/imovel/aluguel-apartamento-2-quartos-mobiliado-jardim-analia-franco-zona-leste-sao-paulo-sp-76m2-id-2514748789/
Tatuapé,sp+sao-paulo+zona-leste,apartamentos,68,2,2,1,2000,São Paulo - Apartamento Padrão - Tatuapé,/imovel/aluguel-apartamento-2-quartos-tatuape-zona-leste-sao-paulo-sp-68m2-id-2514071517/
"Rua Vilela, Tatuapé",sp+sao-paulo+zona-leste,apartamentos,45,1,1,1,1800,"Apartamento excelente, Tatuapé, ótima localização, comércio, bares, restaurantes e hospitais.",/imovel/aluguel-apartamento-1-quarto-com-churrasqueira-tatuape-zona-leste-sao-paulo-sp-45m2-id-2512623180/
"Rua Butiá, Jardim Anália Franco",sp+sao-paulo+zona-leste,apartamentos,70,2,2,2,2243,São Paulo - Apartamento Padrão - Jardim Anália Franco,/imovel/aluguel-apartamento-2-quartos-com-piscina-jardim-analia-franco-zona-leste-sao-paulo-sp-70m2-id-2516340593/
Brás,sp+sao-paulo+zona-leste,apartamentos,65,1,2,1,2100,São Paulo - Apartamento Padrão - BRÁS,/imovel/aluguel-apartamento-2-quartos-com-piscina-bras-zona-leste-sao-paulo-sp-65m2-id-2512615987/
Móoca,sp+sao-paulo+zona-leste,apartamentos,92,3,3,2,4000,São Paulo - Apartamento Padrão - MOOCA,/imovel/aluguel-apartamento-3-quartos-mooca-zona-leste-sao-paulo-sp-92m2-id-2513958778/
"Rua Ipanema, Brás",sp+sao-paulo+zona-leste,apartamentos,47,1,2,1,1900,"Apartamento residencial para locação, Brás, São Paulo.",/imovel/aluguel-apartamento-2-quartos-com-piscina-bras-zona-leste-sao-paulo-sp-47m2-id-2516124484/
"Rua Piratininga, Brás",sp+sao-paulo+zona-leste,apartamentos,55,1,2,1,1800,Apartamento para aluguel com 55 metros quadrados com 2 quartos em Brás - São Paulo - SP,/imovel/aluguel-apartamento-2-quartos-com-piscina-bras-zona-leste-sao-paulo-sp-55m2-id-2515673491/
"Rua Nicolau Barreto, Brás",sp+sao-paulo+zona-leste,apartamentos,49,2,1,1,3000,"APTO PERTO SHOPPING MORUMBI, RUA COM SEGURANÇA",/imovel/aluguel-apartamento-1-quarto-bras-zona-leste-sao-paulo-sp-49m2-id-2511436687/
"Rua Vilela, Tatuapé",sp+sao-paulo+zona-leste,apartamentos,40,2,1,1,1900,"Apartamento com 1 dormitório para alugar, 40 m² por R$ 1.900,00/mês - Tatuapé - São Paulo/SP",/imovel/aluguel-apartamento-1-quarto-com-interfone-tatuape-zona-leste-sao-paulo-sp-40m2-id-2515007681/
Tatuapé,sp+sao-paulo+zona-leste,apartamentos,59,1,2,1,2500,São Paulo - Apartamento Padrão - Tatuapé,/imovel/aluguel-apartamento-2-quartos-com-piscina-tatuape-zona-leste-sao-paulo-sp-59m2-id-2516243974/
Vila Gomes Cardim,sp+sao-paulo+zona-leste,apartamentos,95,3,3,2,2500,Apartamento lindo no Tatuapé,/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-vila-gomes-cardim-zona-leste-sao-paulo-sp-95m2-id-2514785116/
Guaiaúna,sp+sao-paulo+zona-leste,apartamentos,67,2,3,1,2500,São Paulo - Apartamento Padrão - GUAIAUNA,/imovel/aluguel-apartamento-3-quartos-com-piscina-guaiauna-zona-leste-sao-paulo-sp-67m2-id-2512607594/
"Rua Visconde de Parnaíba, Móoca",sp+sao-paulo+zona-leste,apartamentos,45,2,1,1,1550,São Paulo - Apartamento Padrão - Mooca,/imovel/aluguel-apartamento-1-quarto-com-piscina-mooca-zona-leste-sao-paulo-sp-45m2-id-2516162086/
"Rua José dos Reis, Vila Prudente",sp+sao-paulo+zona-leste,apartamentos,61,2,2,1,2244,São Paulo - Apartamento Padrão - Vila Prudente,/imovel/venda-apartamento-2-quartos-com-piscina-vila-prudente-zona-leste-sao-paulo-sp-61m2-id-2516278723/
"Rua Filipe Camarão, Tatuapé",sp+sao-paulo+zona-leste,apartamentos,50,1,1,1,2000,"Apartamento com 1 dormitório para alugar, 50 m² por R$ 2.000,00/mês - Tatuapé - São Paulo/SP",/imovel/aluguel-apartamento-1-quarto-com-piscina-tatuape-zona-leste-sao-paulo-sp-50m2-id-2514166712/
