"Rua Salvador Padilha Gimenes, Vila Santa Maria",sp+sao-paulo+zona-norte,casas,110,3,2,2,2200,"Sobrado com 2 dormitórios para alugar, 110 m² por R$ 2.200,00/mês - Limão - São Paulo/SP",/imovel/aluguel-casa-2-quartos-com-churrasqueira-vila-santa-maria-zona-norte-sao-paulo-sp-110m2-id-2514630291/
"Rua Sousa Filho, Freguesia do Ó",sp+sao-paulo+zona-norte,casas,150,2,3,3,2300,São Paulo - Casa Padrão - Freguesia do Ó,/imovel/aluguel-casa-3-quartos-com-area-de-servico-freguesia-do-o-zona-norte-sao-paulo-sp-150m2-id-2515466894/
"Rua Padre Agostinho Poncet, Água Fria",sp+sao-paulo+zona-norte,apartamentos,60,1,2,1,1600,São Paulo - Apartamento Padrão - Água Fria,/imovel/aluguel-apartamento-2-quartos-agua-fria-zona-norte-sao-paulo-sp-60m2-id-2493246993/
Vila Sabrina,sp+sao-paulo+zona-norte,apartamentos,26,1,1,0,900,SãO PAULO - Apartamento Padrão - Vila Sabrina,/imovel/aluguel-apartamento-1-quarto-vila-sabrina-zona-norte-sao-paulo-sp-26m2-id-2486657391/
Pirituba,sp+sao-paulo+zona-norte,apartamentos,48,1,2,1,1450,São Paulo - Apartamento Padrão - Pirituba,/imovel/aluguel-apartamento-2-quartos-com-area-de-servico-pirituba-zona-norte-sao-paulo-sp-48m2-id-2500908310/
"Rua João Rudge, Casa Verde",sp+sao-paulo+zona-norte,apartamentos,83,3,2,2,2800,"Apartamento com 2 dormitórios para alugar, 83 m² por R$ 2.800,00/mês - Casa Verde (Zona Norte) - São",/imovel/aluguel-apartamento-2-quartos-com-piscina-casa-verde-zona-norte-sao-paulo-sp-83m2-id-2515917617/
"Rua Ezequiel Freire, Santana",sp+sao-paulo+zona-norte,apartamentos,44,1,1,0,2200,Apartamento SÃO PAULO,/imovel/aluguel-apartamento-1-quarto-santana-zona-norte-sao-paulo-sp-44m2-id-2493800495/
"Avenida Santa Inês, Mandaqui",sp+sao-paulo+zona-norte,apartamentos,84,2,3,2,2000,"Apartamento 3 dormitórios, 2 vagas, com armários - Mandaqui - São Paulo-SP",/imovel/aluguel-apartamento-3-quartos-com-elevador-mandaqui-zona-norte-sao-paulo-sp-84m2-id-2513223096/
Parada Inglesa,sp+sao-paulo+zona-norte,apartamentos,80,2,3,2,3000,Apartamento vago c/2 vagas ao lado do Metrô c/ Varanda Gourmet e lazer completo andar alto,/imovel/aluguel-apartamento-3-quartos-parada-inglesa-zona-norte-sao-paulo-sp-80m2-id-2514201641/
"Avenida José Maria Fernandes, Parque Novo Mundo",sp+sao-paulo+zona-norte,apartamentos,59,2,2,1,1700,"Condomínio Ravenna Apartamento com 2 dormitórios para alugar, 58 m² por R$ 1.700/mês - Parque Novo M",/imovel/aluguel-apartamento-2-quartos-com-piscina-parque-novo-mundo-zona-norte-sao-paulo-sp-59m2-id-2516253622/
"Rua Santo Egídio, Santana",sp+sao-paulo+zona-norte,apartamentos,60,2,2,1,2100,São Paulo - Apartamento Padrão - Santana,/imovel/aluguel-apartamento-2-quartos-com-piscina-santana-zona-norte-sao-paulo-sp-60m2-id-2516280487/
"Avenida José Maria Fernandes, Parque Novo Mundo",sp+sao-paulo+zona-norte,apartamentos,58,2,2,1,1800,São Paulo - Apartamento Padrão - Parque Novo Mundo,/imovel/aluguel-apartamento-2-quartos-com-piscina-parque-novo-mundo-zona-norte-sao-paulo-sp-58m2-id-2516341678/
"Avenida General Ataliba Leonel, Parada Inglesa",sp+sao-paulo+zona-norte,apartamentos,80,2,3,2,3000,"Apartamento com 80 m², 3 dormitórios, Varanda Gourmet e 2 Vagas na Parada Inglesa",/imovel/aluguel-apartamento-3-quartos-parada-inglesa-zona-norte-sao-paulo-sp-80m2-id-2514156604/
"Avenida Guapira, Tucuruvi",sp+sao-paulo+zona-norte,apartamentos,41,1,2,1,1700,Apartamento para aluguel tem 41 metros quadrados com 2 quartos em Tucuruvi - São Paulo - SP,/imovel/aluguel-apartamento-2-quartos-com-piscina-tucuruvi-zona-norte-sao-paulo-sp-41m2-id-2514133238/
"Avenida General Ataliba Leonel, Parada Inglesa",sp+sao-paulo+zona-norte,apartamentos,80,2,3,2,3000,"Apartamento com 3 dormitórios para alugar, 80 m² por R$ 3.000/mês - Parada Inglesa - São Paulo/SP",/imovel/aluguel-apartamento-3-quartos-com-armario-de-cozinha-parada-inglesa-zona-norte-sao-paulo-sp-80m2-id-2514259881/
Santana,sp+sao-paulo+zona-norte,apartamentos,55,1,1,1,1200,APTO EM SANTANA,/imovel/aluguel-apartamento-1-quarto-com-piscina-santana-zona-norte-sao-paulo-sp-55m2-id-2516362528/
Santana,sp+sao-paulo+zona-norte,apartamentos,65,2,2,2,2500,EXCELENTE APARTAMENTO NA DR. CESAR EM SANTANA,/imovel/aluguel-apartamento-2-quartos-santana-zona-norte-sao-paulo-sp-65m2-id-2516309595/
Vila Barreto,sp+sao-paulo+zona-norte,apartamentos,55,2,2,1,1500,"Apartamento para Locação em São Paulo, Vila Barreto, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga",/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-vila-barreto-zona-norte-sao-paulo-sp-55m2-id-2516339185/
Santana,sp+sao-paulo+zona-norte,apartamentos,80,2,3,0,2400,"Apartamento com 3 dormitórios para alugar, 80 m² por R$ 2.400,00/mês - Santana (Zona Norte) - São Pa",/imovel/aluguel-apartamento-3-quartos-com-deposito-privativo-no-subsolo-santana-zona-norte-sao-paulo-sp-80m2-id-2516136313/
"Rua Jacaré-Copaíba, Freguesia do Ó",sp+sao-paulo+zona-norte,apartamentos,53,2,2,1,2000,"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 2.000,00/mês - Freguesia do Ó - São Paulo/SP",/imovel/aluguel-apartamento-2-quartos-com-piscina-freguesia-do-o-zona-norte-sao-paulo-sp-53m2-id-2514094626/
Vila Ester Zona Norte,sp+sao-paulo+zona-norte,apartamentos,55,1,2,2,2600,SÃO PAULO - Apartamento Padrão - VILA ESTER (ZONA NORTE),/imovel/aluguel-apartamento-2-quartos-com-piscina-vila-ester-zona-norte-zona-norte-sao-paulo-sp-55m2-id-2516274940/
Santa Teresinha,sp+sao-paulo+zona-norte,apartamentos,62,1,2,1,1900,São Paulo - Apartamento Padrão - SANTA TERESINHA,/imovel/aluguel-apartamento-2-quartos-com-piscina-santa-teresinha-zona-norte-sao-paulo-sp-62m2-id-2512605651/
Santana,sp+sao-paulo+zona-norte,apartamentos,42,1,1,1,2500,São Paulo - Kitchenette/Studio - Santana,/imovel/aluguel-apartamento-1-quarto-com-piscina-santana-zona-norte-sao-paulo-sp-42m2-id-2515201349/
Jardim Brasil,sp+sao-paulo+zona-norte,apartamentos,63,2,2,1,1500,SãO PAULO - Apartamento Padrão - Jardim Brasil (Zona Norte),/imovel/aluguel-apartamento-2-quartos-com-sala-de-jantar-jardim-brasil-zona-norte-sao-paulo-sp-63m2-id-2512014074/
Vila Amália,sp+sao-paulo+zona-norte,apartamentos,68,2,3,2,1600,Apartamento VILA AMALIA SAO PAULO SP Brasil,/imovel/aluguel-apartamento-3-quartos-vila-amalia-zona-norte-sao-paulo-sp-68m2-id-2516331094/
Vila Maria,sp+sao-paulo+zona-norte,apartamentos,65,2,2,1,1700,São Paulo - Apartamento Padrão - Vila Maria,/imovel/aluguel-apartamento-2-quartos-com-area-de-servico-vila-maria-zona-norte-sao-paulo-sp-65m2-id-2514885000/
